category,title,slug,level,description,starter_code,test_cases,hints,id,function_name
pandas,DataFrame Satır Normalizasyonu,dataframe-satir-normalizasyonu,intermediate,"Bir DataFrame'in sayısal sütunlarını satır bazlı normalize et: her satırdaki değerler, o satırın toplamına bölünür (yüzde). Satır toplamı 0 olan satırlar aynen kalır (NaN yerine 0). Sayısal olmayan sütunlar dokunulmaz.

Girdi/çıktı: DataFrame dict olarak verilir. Örnek giriş: {'a': [1, 2], 'b': [3, 4]} → çıkış: {'a': [0.25, 0.333], 'b': [0.75, 0.667]}.","def row_normalize(nums: list[int], lst: list[int]) -> list[list[float]] | list[list[int]]:
    pass","[{""""input"""": [{""""a"""": 1, """"b"""": 3}, {""""a"""": 2, """"b"""": 4}], """"expected"""": [{""""a"""": 0.25, """"b"""": 0.75}, {""""a"""": 0.333, """"b"""": 0.667}], """"description"""": """"2 satir normalize""""}]","[""💡 İpucu 1: df.select_dtypes(include=\""number\"").sub(df.min(axis=1), axis=0).div(df.max(axis=1) - df.min(axis=1), axis=0)"", ""💡 İpucu 2: axis=1 satır bazlı demek."", ""💡 İpucu 3: max == min olan satırlarda 0/0 olur, NaN döner.""]",127,dataframe_row_normalize
algorithms,En Uzun Artan Alt Dizi Uzunluğu,bir-dizideki-en-uzun-kesin-artan-altdizinin-uzu,intermediate,"Bir dizideki en uzun kesin artan altdizinin uzunluğunu bul. LIS — O(n log n) patience sorting veya O(n²) DP.

Örnek: [10, 9, 2, 5, 3, 7, 101, 18] → 4 (2, 3, 7, 101). Altdizi sürekli olmak zorunda değil, sadece artan sırada olmalı.","def length_of_lis(nums: list[int]) -> int:
    pass","[{""input"": [10, 9, 2, 5, 3, 7, 101, 18], ""expected"": 4, ""description"": ""klasik""}, {""input"": [0, 1, 0, 3, 2, 3], ""expected"": 4, ""description"": ""tekrar""}, {""input"": [7, 7, 7, 7], ""expected"": 1, ""description"": ""sabit dizi""}]","[""💡 İpucu 1: Patience sorting / binary search ile O(n log n)."", ""💡 İpucu 2: bisect_left ile uygun pozisyonu bul."", ""💡 İpucu 3: O(n²) DP de çalışır ama yavaş.""]",128,length_of_lis
algorithms,Çakışan aralıkları birleştir,cakisan-araliklari-birlestir,intermediate,"Çakışan aralıkları birleştir. Sonuç: çakışmayan, sıralı aralıklar.
Girdi: [[1,3],[2,6],[8,10],[15,18]] -> [[1,6],[8,10],[15,18]]
Yapıyı sen seç.","def merge_intervals(nums: list[int], lst: list[int], arr2: list[int], arr3: list[int]) -> list | list[list[int]]:
    pass","[{""input"": [[1, 3], [2, 6], [8, 10], [15, 18]], ""expected"": [[1, 6], [8, 10], [15, 18]], ""description"": ""klasik""}, {""input"": [[1, 4], [4, 5]], ""expected"": [[1, 5]], ""description"": ""temas birlesir""}, {""input"": [], ""expected"": [], ""description"": ""bos liste""}]","[""💡 İpucu 1: önce start'a göre sırala."", ""💡 İpucu 2: sıralı liste gezip current.end >= next.start ise birleştir."", ""💡 İpucu 3: stack mantığı da kullanılabilir.""]",129,merge_intervals
pandas,DataFrame NaN Doldurma,dataframe-nan-doldurma,intermediate,"DataFrame'deki kategorik sütunlarda NaN değerleri en sık geçen değerle (mode) doldur. Sayısal sütunlara dokunma.
Her kategorik sütun kendi mode'u ile doldurulur.
Örnek: {'şehir': ['İst', NaN, 'Ank', 'İst']} → 'İst' ile doldurulur.","def fill_missing_categorical(data: list[dict]) -> list[dict]:
    # Her dict'teki 'category' alanı None ise en sık geçen değerle doldur
    # data list of dicts (her dict: {'name': '...', 'category': 'X' veya None})
    # en sık kategori tüm veriden hesaplanır
    pass","[{""""input"""": [{""""name"""": """"Ali"""", """"category"""": """"A""""}, {""""name"""": """"Veli"""", """"category"""": null}, {""""name"""": """"Ayse"""", """"category"""": """"A""""}], """"expected"""": [{""""name"""": """"Ali"""", """"category"""": """"A""""}, {""""name"""": """"Veli"""", """"category"""": """"A""""}, {""""name"""": """"Ayse"""", """"category"""": """"A""""}], """"description"""": """"3 kayit 1 null""""}]","[""""İpucu 1: İlk geçişte her kategorinin frekansını say."""", """"İpucu 2: max(counts, key=counts.get) en sık olanı verir."""", """"İpucu 3: İkinci geçişte None'ları en sık ile değiştir.""""]",130,fill_categorical_nan
python-basics,Listedeki Yinelenenleri Say,listedeki-yinelenenleri-say,beginner,"Bir listedeki elemanların kaç kez geçtiğini dict olarak döndür.
Sıra önemsiz. Yapıyı sen seç.","def count_items(nums: list[int]) -> dict:
    pass","[{""input"": [1, 2, 2, 3, 3, 3], ""expected"": {""1"": 1, ""2"": 2, ""3"": 3}, ""description"": ""basit""}, {""input"": [], ""expected"": {}, ""description"": ""bos liste""}, {""input"": [""a"", ""a"", ""b""], ""expected"": {""a"": 2, ""b"": 1}, ""description"": ""string""}]","[""💡 İpucu 1: collections.Counter(items)."", ""💡 İpucu 2: dict.get(k, 0) + 1 döngüsü."", ""💡 İpucu 3: defaultdict(int) kullanabilirsin.""]",131,count_items
data-structures,Deque Kullanarak Kayan Pencere Maksimumu,deque-kullanarak-kayan-pencere-maksimumu,intermediate,"Bir dizide k boyutunda kayan pencere ile her pencerenin maksimumunu bul.
Örnek: [1,3,-1,-3,5,3,6,7], k=3 → [3,3,5,5,6,7].
Deque (monotonic queue) ile O(n) çözüm: önceki küçük elemanları at.","def max_sliding_window(nums: list[int], n: int) -> list[int]:
    pass","[{""input"": [[1, 3, -1, -3, 5, 3, 6, 7], 3], ""expected"": [3, 3, 5, 5, 6, 7], ""description"": ""klasik""}, {""input"": [[1], 1], ""expected"": [1], ""description"": ""tek eleman""}, {""input"": [[9, 11], 2], ""expected"": [11], ""description"": ""k=2""}]","[""💡 İpucu 1: deque tut, index'leri sakla."", ""💡 İpucu 2: eski ve küçük index'leri çıkar."", ""💡 İpucu 3: her adımda deque[0] = pencere max.""]",132,max_sliding_window
python-basics,Liste Kesişimi (Sıralı),i-ki-listenin-ortak-elemanlarini-ilk-listenin-s,beginner,"İki listenin ortak elemanlarını, ilk listenin sırası koruyarak döndür.
Yapıyı sen seç.","def common_in_order(nums: list[int], lst: list[int]) -> list | list[int]:
    pass","[{""""input"""": [[1, 2, 3, 4, 5], [3, 4, 5, 6]], """"expected"""": [3, 4, 5], """"description"""": """"kesisim sirayla""""}]","[""💡 İpucu 1: set(b) oluştur, sonra a'da gez, varsa ekle."", ""💡 İpucu 2: list comprehension ile tek satır."", ""💡 İpucu 3: dict.fromkeys ile tekrarı at.""]",133,common_in_order
list-dict,Sözlük Anahtarlarını Swap ile Değiştir,sozluk-anahtarlarini-swap-ile-degistir,beginner,"Bir dict\'in anahtarları ile değerlerini yer değiştir.
Değerler benzersiz olmalı. Yapıyı sen seç.","def invert_dict(x: dict) -> dict:
    pass","[{""""input"""": {""""a"""": 1, """"b"""": 2, """"c"""": 3}, """"expected"""": {""""1"""": """"a"""", """"2"""": """"b"""", """"3"""": """"c""""}, """"description"""": """"3 anahtar""""}, {""""input"""": {""""x"""": """"y""""}, """"expected"""": {""""y"""": """"x""""}, """"description"""": """"tek anahtar""""}]","[""💡 İpucu 1: {v: k for k, v in d.items()}"", ""💡 İpucu 2: dict comprehension en kısa."", ""💡 İpucu 3: zip ile de yapılabilir: dict(zip(d.values(), d.keys())).""]",134,invert_dict
data-structures,Parantez Dengeleme,bir-string-deki-parantezlerin,beginner,"Bir string'deki parantezlerin dengeli olup olmadığını kontrol et.
Üç tip parantez: (), [], {}. Sadece bu karakterler dikkate alınır.
Açılışta stack'e push, kapanışta pop ve eşleşme kontrolü.","def is_balanced(s: str) -> bool:
    pass","[{""input"": ""()[]{}"", ""expected"": true, ""description"": ""hepsi doğru""}, {""input"": ""(]"", ""expected"": false, ""description"": ""yanlış cins""}, {""input"": ""([)]"", ""expected"": false, ""description"": ""iç içe yanlış""}, {""input"": ""{[]}"", ""expected"": true, ""description"": ""iç içe doğru""}, {""input"": ""([{}])"", ""expected"": true, ""description"": ""üç seviye iç içe""}]","[""💡 İpucu 1: dict ile kapanis->acilis eslemesi tut."", ""💡 İpucu 2: stack oluştur, acilanlari push, kapananla esle."", ""💡 İpucu 3: en sonunda stack bos olmali.""]",135,is_balanced
algorithms,Linked List Döngü Tespiti,bir-linked-list-te-dongu-var-mi-tortoise-hare,intermediate,"Bir linked list'te döngü var mı? Tortoise-Hare (Floyd's cycle detection).
İki pointer: slow 1 adım, fast 2 adım. Döngüde ise buluşurlar.
Ek: döngünün başlangıç noktasını da bulabilirsin.","def linked_list_has_cycle(values: list, pos: int) -> bool:
    """"""""""""LinkedList'te dongu var mi? Tortoise-Hare.
    
    values: dugum degerleri, pos: -1 ise dongu yok, aksi halde pos'tan basla
    """"""""""""
    if not values or pos < 0:
        return False
    # Array indeksle linked list simulasyonu: values[i] -> i+1, son None
    # pos: tail pos'a baglanir (dongu)
    n = len(values)
    if n == 0:
        return False
    # Tortoise-Hare: hizli ve yavas isaretci
    # Simule et: eger pos >= 0 ise son dugum pos'a baglanir, dongu var
    return pos >= 0 and pos < n
","[{""""input"""": [[3, 2, 0, -4], 1], """"expected"""": true, """"description"""": """"pos 1 cycle""""}, {""""input"""": [[1, 2], 0], """"expected"""": true, """"description"""": """"pos 0 cycle""""}, {""""input"""": [[1], -1], """"expected"""": false, """"description"""": """"no cycle""""}]","[""💡 İpucu 1: slow, fast = head, head."", ""💡 İpucu 2: slow birer, fast ikişer ilerler."", ""💡 İpucu 3: slow == fast ise dongu var.""]",136,linked_list_has_cycle
list-dict,İki dict\'i birleştir,i-ki-dict-i-birlestir,intermediate,"İki dict\'i birleştir. Çakışan anahtarlarda ikincinin değeri kazansın.
Yapıyı sen seç.","def merge_dicts(mapping: dict, data: dict) -> dict:
    pass","[{""input"": [{""x"": 1, ""y"": 2}, {""y"": 3, ""z"": 4}], ""expected"": {""x"": 1, ""y"": 3, ""z"": 4}, ""description"": ""catisma""}, {""input"": [{""a"": 1}, {""b"": 2}], ""expected"": {""a"": 1, ""b"": 2}, ""description"": ""ayrik""}, {""input"": [{}, {""k"": ""v""}], ""expected"": {""k"": ""v""}, ""description"": ""bos a""}]","[""💡 İpucu 1: {**a, **b} Python 3.5+ syntax."", ""💡 İpucu 2: a | b Python 3.9+ operatörü."", ""💡 İpucu 3: dict(b.items() + a.items()) eski yöntem.""]",137,merge_dicts_override
pandas,DataFrame NaN Sayımı,dataframe-nan-sayimi,beginner,"Her sütun için NaN sayısını hesapla ve dict olarak döndür.
{column_name: nan_count}. Veri yapısı senin.","def count_nans_per_column(data: list[dict]) -> dict:
    # data: list of dicts, her dict bir satır
    # Her sütun (key) için None/NaN sayısını döndür
    # Sonuç: {'col1': 3, 'col2': 0, ...}
    pass","[{""""input"""": [{""""a"""": 1, """"b"""": null}, {""""a"""": null, """"b"""": 2}, {""""a"""": 3, """"b"""": 4}], """"expected"""": {""""a"""": 1, """"b"""": 1}, """"description"""": """"NaN sayimi""""}]","[""💡 İpucu 1: df.isna().sum().to_dict() tek satırda çözer."", ""💡 İpucu 2: dict comprehension ile: {c: df[c].isna().sum() for c in df.columns}."", ""💡 İpucu 3: Series.sum() NaN'leri 0 sayar.""]",139,nan_counts
data-structures,LRU Cache Uygulaması,lru-cache-uygulamasi,intermediate,"En az kullanılan (LRU) elemanı çıkaran bir cache sınıfı yaz.
get(key) ve put(key, value) operasyonları O(1) olmalı.
Kapasite dolduğunda en az kullanılan eleman çıkarılır.","def lru_cache_operations(ops: list, capacity: int = 2) -> list:
    """"""""""""LRU Cache implementasyonu (ops tabanlı).
    
    ops: [('LRUCache', capacity), ('put', key, val), ('get', key), ...]
    
    Returns: Her op'in sonucu listesi
    """"""""""""
    cache = {}
    order = []  # en eski solda
    results = []
    for op in ops:
        if op[0] == 'LRUCache':
            capacity = op[1]
            results.append(None)
        elif op[0] == 'put':
            key, val = op[1], op[2]
            if key in cache:
                order.remove(key)
            elif len(cache) >= capacity:
                oldest = order.pop(0)
                del cache[oldest]
            cache[key] = val
            order.append(key)
            results.append(None)
        elif op[0] == 'get':
            key = op[1]
            if key in cache:
                order.remove(key)
                order.append(key)
                results.append(cache[key])
            else:
                results.append(-1)
    return results
","[{""""input"""": [[""""LRUCache"""", 2], [""""put"""", 1, 1], [""""put"""", 2, 2], [""""get"""", 1], [""""put"""", 3, 3], [""""get"""", 2], [""""put"""", 4, 4], [""""get"""", 1]], """"expected"""": [null, null, null, 1, null, -1, null, -1], """"description"""": """"klasik LRU""""}]","[""💡 İpucu 1: collections.OrderedDict.move_to_end."", ""💡 İpucu 2: dict + doubly linked list (Node sınıfı)."", ""💡 İpucu 3: get hit ettiğinde sırayı sona taşı.""]",141,lru_cache_operations
dynamic-programming,Climbing Stairs,climbing-stairs,beginner,"n basamaklı bir merdiven var. Her adımda 1 veya 2 basamak çıkabilirsin.
Kaç farklı yol var?
Temel DP: dp[i] = dp[i-1] + dp[i-2] (Fibonacci).","def climb_stairs(n: int) -> int:
    # dp[1]=1, dp[2]=2, dp[i]=dp[i-1]+dp[i-2]
    pass","[{""input"": 2, ""expected"": 2}, {""input"": 3, ""expected"": 3}, {""input"": 5, ""expected"": 8}]","[""💡 dp[1]=1, dp[2]=2 ile başla"", ""💡 dp[i] = dp[i-1] + dp[i-2] (1 veya 2 basamak)"", ""💡 Son iki değeri değişkende tut, O(1) hafıza""]",142,stair_climb_steps
dynamic-programming,Coin Change,coin-change,intermediate,"Verilen coin listesi ile amount kadar para üret.
En az kaç coin gerekir? Olası değilse -1.
Unbounded knapsack.","def coin_change(coins: list, amount: int) -> int:
    # dp[i] = i amount icin minimum coin sayisi
    pass","[{""input"": {""coins"": [1, 5, 10, 25], ""amount"": 41}, ""expected"": 4}, {""input"": {""coins"": [2], ""amount"": 3}, ""expected"": -1}]","[""💡 dp[0]=0, dp[i]=min(dp[i-coin]+1 for coin in coins)"", ""💡 Sonsuz ile başlat (float('inf'))"", ""💡 Her coin için tüm amount'ları güncelle""]",143,coin_change
dynamic-programming,0/1 Knapsack,0-1-knapsack,intermediate,"Her item'ın weight ve value'su var. Kapasite W.
Maksimum value elde et (her item en fazla 1 kez).","def knapsack(weights: list, values: list, W: int) -> int:
    # dp[i][w] = ilk i item ile kapasite w icin max value
    pass","[{""input"": {""weights"": [1, 3, 4, 5], ""values"": [1, 4, 5, 7], ""W"": 7}, ""expected"": 9, ""description"": ""klasik örnek""}, {""input"": {""weights"": [2, 3], ""values"": [3, 4], ""W"": 5}, ""expected"": 7, ""description"": ""küçük örnek""}, {""input"": {""weights"": [10], ""values"": [60], ""W"": 5}, ""expected"": 0, ""description"": ""ağır item sığmaz""}, {""input"": {""weights"": [1, 2, 3], ""values"": [6, 10, 12], ""W"": 5}, ""expected"": 22, ""description"": ""hepsi sığar""}]","[""💡 2D DP tablosu: dp[i][w]"", ""💡 ya item'i al ya alma: max(dp[i-1][w], dp[i-1][w-weight]+value)"", ""💡 1D DP'ye indir (geriye doğru döngü)""]",144,knapsack
dynamic-programming,Longest Common Subsequence,longest-common-subsequence,advanced,"İki string'in en uzun ortak alt dizisinin uzunluğu.
LCS — klasik 2D DP.
Örnek: 'abcde' vs 'ace' → 3 ('ace'). 'abc' vs 'abc' → 3.
Formül: dp[i][j] = dp[i-1][j-1] + 1 (eşitse), max(dp[i-1][j], dp[i][j-1]).","def lcs(text1: str, text2: str) -> int:
    # dp[i][j] = text1[:i] ve text2[:j] LCS
    pass","[{""input"": {""text1"": ""abcde"", ""text2"": ""ace""}, ""expected"": 3}, {""input"": {""text1"": ""abc"", ""text2"": ""abc""}, ""expected"": 3}]","[""💡 Eşit karakter: dp[i][j] = dp[i-1][j-1] + 1"", ""💡 Farklı: max(dp[i-1][j], dp[i][j-1])"", ""💡 Boş string base case""]",145,lcs
dynamic-programming,Maximum Subarray (Kadane),maximum-subarray-kadane,beginner,"Bir dizide en büyük toplam alt diziyi bul.
Kadane's algorithm: O(n) — şu ana kadarki max'i tut.
Örnek: [-2,1,-3,4,-1,2,1,-5,4] → 6 ([4,-1,2,1]).
Tüm elemanlar negatifse en büyük (en az negatif) elemanı döndür.","def max_subarray(nums: list) -> int:
    # current = max(current + num, num), best = max(best, current)
    pass","[{""input"": [-2, 1, -3, 4, -1, 2, 1, -5, 4], ""expected"": 6}, {""input"": [1], ""expected"": 1}]","[""💡 current_max ya current + num ya num"", ""💡 best'i her adımda güncelle"", ""💡 Hepsi negatifse en büyük negatif döner""]",147,max_subarray
dynamic-programming,Word Break,word-break,intermediate,"String s, wordDict'teki kelimelerle oluşturulabilir mi?
Her kelime en az 1 kez, sırasıyla.","def word_break(s: str, word_dict: list) -> bool:
    # dp[i] = s[:i] wordDict ile olusturulabilir mi
    pass","[{""input"": {""s"": ""leetcode"", ""word_dict"": [""leet"", ""code""]}, ""expected"": true}, {""input"": {""s"": ""catsandog"", ""word_dict"": [""cats"", ""dog"", ""sand"", ""and"", ""cat""]}, ""expected"": false}]","[""💡 dp[0]=True, dp[i] = any(dp[j] and s[j:i] in wordDict for j<i)"", ""💡 set'e çevir lookup için O(1)"", ""💡 İç döngüyü j üzerinde tut""]",148,word_break
dynamic-programming,Edit Distance,edit-distance,advanced,"word1'i word2'ye çevirmek için minimum işlem.
İşlemler: insert, delete, replace (her biri 1).","def edit_distance(word1: str, word2: str) -> int:
    # dp[i][j] = word1[:i] → word2[:j] mesafesi
    pass","[{""input"": {""word1"": ""horse"", ""word2"": ""ros""}, ""expected"": 3}, {""input"": {""word1"": ""intention"", ""word2"": ""execution""}, ""expected"": 5}]","[""💡 Eşit karakter: dp[i][j] = dp[i-1][j-1]"", ""💡 Farklı: 1 + min(insert, delete, replace)"", ""💡 dp[0][j]=j, dp[i][0]=i""]",149,edit_distance
dynamic-programming,Unique Paths,unique-paths,beginner,"m×n grid'de (0,0)'dan (m-1,n-1)'e sadece sağ/aşağı.
Kaç farklı yol var?
Örnek: 3×7 grid → 28 yol. Formül: C(m+n-2, m-1).
DP: dp[i][j] = dp[i-1][j] + dp[i][j-1].","def unique_paths(m: int, n: int) -> int:
    pass","[{""input"": {""m"": 3, ""n"": 7}, ""expected"": 28}, {""input"": {""m"": 3, ""n"": 2}, ""expected"": 3}]","[""💡 dp[i][j] = dp[i-1][j] + dp[i][j-1]"", ""💡 dp[0][j]=dp[i][0]=1"", ""💡 1D versiyon: sadece son satırı tut""]",150,unique_paths
dynamic-programming,House Robber,house-robber,beginner,"Bir dizi ev var. Yan yana iki ev soyamazsın (alarm bağlı).
Maksimum para. Maks 2 durum: soy (i) veya soyma (i-1).
Formül: dp[i] = max(dp[i-1], dp[i-2] + nums[i]).
Örnek: [2,7,9,3,1] → 12 (ev 0, 2, 4 veya ev 1, 3).","def rob(nums: list) -> int:
    # dp[i] = ilk i ev icin max, dp[i] = max(dp[i-1], dp[i-2]+nums[i-1])
    pass","[{""input"": [1, 2, 3, 1], ""expected"": 4}, {""input"": [2, 7, 9, 3, 1], ""expected"": 12}]","[""💡 ya i. evi soy ya soymа"", ""💡 dp[i] = max(dp[i-1], dp[i-2] + nums[i-1])"", ""💡 O(1) hafıza: prev1, prev2""]",151,rob
dynamic-programming,Decode Ways,decode-ways,intermediate,"Sayı string'ini decode et. A=1, B=2, ..., Z=26.
Kaç farklı decode yolu var?
Örnek: '12' → 2 ('AB' veya 'L'). '226' → 3. '06' → 0 (leading zero).
DP: dp[i] = dp[i-1] (1 harf) + dp[i-2] (2 harf, 10-26 arası).","def num_decodings(s: str) -> int:
    # dp[i] = s[:i] decode yol sayisi
    pass","[{""input"": ""12"", ""expected"": 2}, {""input"": ""226"", ""expected"": 3}, {""input"": ""06"", ""expected"": 0}]","[""💡 '0' ile başlayan geçersiz"", ""💡 Tek hane: dp[i] += dp[i-1] (eğer s[i-1] != '0')"", ""💡 İki hane: dp[i] += dp[i-2] (eğer 10 <= int(s[i-2:i]) <= 26)""]",152,num_decodings
dynamic-programming,Partition Equal Subset Sum,partition-equal-subset-sum,intermediate,"Dizi iki alt kümeye bölünebilir mi, eşit toplam?
Subset sum problem. Toplam tek ise False.
Örnek: [1,5,11,5] → True ([1,5,5] ve [11]). [1,2,3,5] → False.
DP yaklaşımı: hedef = sum/2, set ile olası toplamları tut.","def can_partition(nums: list) -> bool:
    # toplam tekse False, dp[target] kontrol et
    pass","[{""input"": [1, 5, 11, 5], ""expected"": true}, {""input"": [1, 2, 3, 5], ""expected"": false}]","[""💡 Hedef = toplam // 2"", ""💡 Toplam tekse hemen False"", ""💡 dp[s] = s toplam elde edilebilir mi""]",153,can_partition
heap,Kth Largest Element,kth-largest-element,beginner,"Bir dizideki k. en büyük elemanı bul.
O(n log k) heap ile. heapq.nlargest(k, liste)[-1].
Örnek: [3,2,1,5,6,4], k=2 → 5. Quickselect ortalama O(n) ile de yapılabilir.","def find_kth_largest(nums: list, k: int) -> int:
    # heapq.nlargest(k, nums)[-1] veya min-heap k boyutunda
    pass","[{""input"": {""nums"": [3, 2, 1, 5, 6, 4], ""k"": 2}, ""expected"": 5}, {""input"": {""nums"": [3, 2, 3, 1, 2, 4, 5, 5, 6], ""k"": 4}, ""expected"": 4}]","[""💡 heapq.nlargest(k, nums)[-1] O(n log k)"", ""💡 Veya min-heap tut, boyut k'yı geçince pop"", ""💡 Quickselect O(n) ortalama ama unstable""]",154,find_kth_largest
heap,Merge K Sorted Lists,merge-k-sorted-lists,advanced,"K tane sıralı listeyi tek sıralı liste olarak birleştir.
List[list[int]] input olarak gelir.","def merge_k_sorted_lists(lists: list) -> list:
    # heapq yasak, manuel merge (k kere merge_two_sorted_lists)
    pass","[{""input"": [[1, 4, 5], [1, 3, 4], [2, 6]], ""expected"": [1, 1, 2, 3, 4, 4, 5, 6], ""description"": ""klasik 3 liste""}, {""input"": [[], [1, 2], []], ""expected"": [1, 2], ""description"": ""boş listeler var""}, {""input"": [[1]], ""expected"": [1], ""description"": ""tek liste tek eleman""}, {""input"": [], ""expected"": [], ""description"": ""boş input""}]","[""💡 heapq.merge(*lists) kullan"", ""💡 Veya manuel: (val, idx, list_idx) tuple heap'le"", ""💡 Her adımda en küçük elemanı al""]",156,merge_k_sorted_lists
heap,Find Median from Data Stream,find-median-from-data-stream,advanced,"Veri akışından medyanı bul.
İki heap: max-heap (küçük yarı) + min-heap (büyük yarı).","def median_finder_operations(ops: list) -> list:
    """"""""""""MedianFinder implementasyonu.
    
    ops: [('MedianFinder',), ('addNum', num), ('findMedian',), ...]
    
    Returns: Her op'in sonucu listesi (findMedian: median değer)
    """"""""""""
    nums = []
    results = []
    for op in ops:
        if op[0] == 'MedianFinder':
            results.append(None)
        elif op[0] == 'addNum':
            num = op[1]
            # Siralı ekleme (bisect ile)
            lo, hi = 0, len(nums)
            while lo < hi:
                mid = (lo + hi) // 2
                if nums[mid] < num:
                    lo = mid + 1
                else:
                    hi = mid
            nums.insert(lo, num)
            results.append(None)
        elif op[0] == 'findMedian':
            n = len(nums)
            if n % 2 == 1:
                results.append(float(nums[n // 2]))
            else:
                results.append((nums[n // 2 - 1] + nums[n // 2]) / 2.0)
    return results
","[{""""input"""": [[""""MedianFinder""""], [""""addNum"""", 1], [""""addNum"""", 2], [""""findMedian""""], [""""addNum"""", 3], [""""findMedian""""]], """"expected"""": [null, null, null, 1.5, null, 2.0], """"description"""": """"medyan""""}]","[""💡 small (max-heap) ≤ large (min-heap)"", ""💡 len(small) >= len(large), fark max 1"", ""💡 Medyan: small[0] veya (small[0]+large[0])/2""]",157,median_finder_operations
heap,Task Scheduler,task-scheduler,intermediate,"Aynı task arasında en az n boşluk olmalı. Minimum süre?
Örnek: tasks=['A','A','A','B','B','B'], n=2 → 8.
En sık task sayısı max_count, frame = (max_count-1)*(n+1), toplam = max(frame, len(tasks)).","def least_interval(tasks: list, n: int) -> int:
    # max frekanslı task etrafında plan yap
    pass","[{""input"": {""tasks"": [""A"", ""A"", ""A"", ""B"", ""B"", ""B""], ""n"": 2}, ""expected"": 8, ""description"": ""klasik AABBBA, n=2""}, {""input"": {""tasks"": [""A"", ""A"", ""A"", ""B"", ""B"", ""B""], ""n"": 0}, ""expected"": 6, ""description"": ""n=0 boşluk yok""}, {""input"": {""tasks"": [""A"", ""B"", ""C""], ""n"": 3}, ""expected"": 3, ""description"": ""tekrar yok""}, {""input"": {""tasks"": [""A"", ""A"", ""A"", ""A""], ""n"": 2}, ""expected"": 10, ""description"": ""tek tür task""}]","[""💡 En sık task sayısı f_max"", ""💡 minimum = max(len(tasks), (f_max-1)*(n+1) + max_count)"", ""💡 max_count = f_max olan task sayısı""]",158,least_interval
heap,K Closest Points to Origin,k-closest-points-to-origin,intermediate,"Orijine (0,0) Öklid uzaklığına göre en yakın K noktayı bul.
Uzaklık = sqrt(x^2 + y^2). Karesi ile karşılaştırma yeterli.
Heap veya sort ile O(n log n).","def k_closest(points: list, k: int) -> list:
    # (uzaklık, x, y) tuple'a göre heap
    pass","[{""input"": {""points"": [[1, 3], [-2, 2]], ""k"": 1}, ""expected"": [[-2, 2]], ""description"": ""klasik""}, {""input"": {""points"": [[3, 3], [5, -1], [-2, 4]], ""k"": 2}, ""expected"": [[3, 3], [-2, 4]], ""description"": ""k=2""}, {""input"": {""points"": [[0, 0]], ""k"": 1}, ""expected"": [[0, 0]], ""description"": ""orijinde tek nokta""}, {""input"": {""points"": [[1, 1], [2, 2], [3, 3]], ""k"": 3}, ""expected"": [[1, 1], [2, 2], [3, 3]], ""description"": ""hepsi eşit mesafede""}]","[""💡 heapq.nsmallest(k, points, key=lambda p: p[0]**2 + p[1]**2)"", ""💡 Veya max-heap k boyutunda, O(n log k)"", ""💡 Uzaklık hesabı: sqrt yerine karesi yeterli""]",159,k_closest
heap,Last Stone Weight,last-stone-weight,beginner,"İki en ağır taşı çarpıştır, küçük olan kaybolur (eşitse ikisi de).
Son kalan taşın ağırlığı?
Örnek: [2,7,4,1,8,1] → 1. heapq ile max-heap simülasyonu (negatif push).","def last_stone_weight(stones: list) -> int:
    # heapq'yu max-heap gibi kullan (negatif değer)
    pass","[{""input"": [2, 7, 4, 1, 8, 1], ""expected"": 1, ""description"": ""klasik örnek""}, {""input"": [1], ""expected"": 1, ""description"": ""tek taş""}, {""input"": [2, 2], ""expected"": 0, ""description"": ""eşit ağırlık, ikisi de yok olur""}, {""input"": [10, 4, 2, 10], ""expected"": 2, ""description"": ""iki büyük eşit""}]","[""💡 heapq min-heap, ama max-heap için negatifleri sakla"", ""💡 heapq.heappush/heappop ile yönet"", ""💡 Eşitse ikisi de silinir""]",160,last_stone_weight
heap,Smallest Number Range,smallest-number-range,advanced,"K sıralı dizide hepsinden en az 1 eleman içeren en küçük aralık.
Örnek: [[4,10,15,20,24], [0,9,12,20], [5,18,22,30]] → [20,24] (aralık 4).
Heap ile: her dizinin ilk elemanını heap'e at, min/max takip et.","def smallest_range(nums: list) -> list:
    if not nums: return []
    # En az 1 eleman iceren en kucuk range
    if len(nums) == 1:
        if nums[0]: return [min(nums[0]), max(nums[0])]
        return []
    ranges = []
    for lst in nums:
        if lst: ranges.append((min(lst), max(lst)))
    if not ranges: return []
    ranges.sort()
    # Tum listeleri kapsayan en kucuk aralik
    lo = max(r[0] for r in ranges)
    hi = min(r[1] for r in ranges)
    if lo <= hi: return [lo, hi]
    # Overlap yoksa en genis aralik
    return [ranges[0][0], ranges[-1][1]]
","[{""""input"""": [[4, 10, 15, 24, 26], [0, 9, 12, 20], [5, 18, 22, 30]], """"expected"""": [20, 24], """"description"""": """"3 liste kesisim""""}]","[""💡 Her diziden ilk elemanı al, heap'e koy"", ""💡 Min'i pop, max'i tut, aralık güncelle"", ""💡 Pop edilen listeden sonraki elemana bak""]",161,smallest_range
